time,WIFI
0,0.03
1,0.03
2,0.12
3,0.12
4,0.15
5,0.15
6,0.21
7,0.21
8,0.27
9,0.3600000000000001
10,0.3900000000000001
11,0.4500000000000002
12,0.4800000000000002
13,0.5100000000000002
14,0.5100000000000002
15,0.5700000000000003
16,0.5700000000000003
17,0.5700000000000003
18,0.6000000000000003
19,0.6000000000000003
20,0.6000000000000003
21,0.6000000000000003
22,0.6000000000000003
23,0.6300000000000003
24,0.6300000000000003
25,0.6600000000000004
26,0.7200000000000004
27,0.7500000000000004
28,0.8100000000000005
29,0.8400000000000005
30,0.9000000000000006
31,0.9300000000000006
32,0.9900000000000007
33,1.0200000000000007
34,1.0800000000000007
35,1.1100000000000008
36,1.1400000000000008
37,1.1400000000000008
38,1.1700000000000008
39,1.2000000000000008
40,1.260000000000001
41,1.290000000000001
42,1.290000000000001
43,1.320000000000001
44,1.320000000000001
45,1.320000000000001
46,1.410000000000001
47,1.410000000000001
48,1.410000000000001
49,1.440000000000001
50,1.470000000000001
51,1.470000000000001
52,1.470000000000001
53,1.470000000000001
54,1.500000000000001
55,1.500000000000001
56,1.500000000000001
57,1.5300000000000011
58,1.5600000000000012
59,1.6200000000000012
60,0.9600000000000006
61,0.9600000000000006
62,1.1100000000000008
63,1.1100000000000008
64,1.1100000000000008
65,1.1700000000000008
66,1.2000000000000008
67,1.2300000000000009
68,1.290000000000001
69,1.290000000000001
70,1.320000000000001
71,1.320000000000001
72,1.350000000000001
73,1.350000000000001
74,1.350000000000001
75,1.380000000000001
76,1.410000000000001
77,1.470000000000001
78,1.5300000000000011
79,1.5300000000000011
80,1.5600000000000012
81,1.5900000000000012
82,1.5900000000000012
83,1.6200000000000012
84,1.6200000000000012
85,1.6800000000000013
86,1.6800000000000013
87,1.6800000000000013
88,1.6800000000000013
89,1.7400000000000013
90,1.7400000000000013
91,1.8300000000000014
92,1.8600000000000014
93,1.8600000000000014
94,1.8300000000000014
95,1.8900000000000015
96,1.9500000000000015
97,1.9800000000000015
98,2.0100000000000016
99,2.0100000000000016
100,2.0100000000000016
101,2.0100000000000016
102,2.0400000000000014
103,2.130000000000001
104,2.1900000000000004
105,2.1900000000000004
106,2.1900000000000004
107,2.22
108,2.22
109,2.25
110,2.28
111,2.3099999999999996
112,2.3099999999999996
113,2.3399999999999994
114,2.3399999999999994
115,2.3399999999999994
116,2.399999999999999
117,2.399999999999999
118,2.4599999999999986
119,2.4599999999999986
120,1.2000000000000008
121,1.2300000000000009
122,1.260000000000001
123,1.320000000000001
124,1.350000000000001
125,1.350000000000001
126,1.380000000000001
127,1.380000000000001
128,1.410000000000001
129,1.470000000000001
130,1.500000000000001
131,1.500000000000001
132,1.5300000000000011
133,1.5600000000000012
134,1.6500000000000012
135,1.6500000000000012
136,1.6800000000000013
137,1.6800000000000013
138,1.6800000000000013
139,1.7100000000000013
140,1.7100000000000013
141,1.7400000000000013
142,1.7400000000000013
143,1.8000000000000014
144,1.9200000000000015
145,1.9200000000000015
146,1.9500000000000015
147,1.9800000000000015
148,1.9800000000000015
149,2.0400000000000014
150,2.070000000000001
151,2.130000000000001
152,2.1900000000000004
153,2.1900000000000004
154,2.25
155,2.3099999999999996
156,2.3399999999999994
157,2.399999999999999
158,2.429999999999999
159,2.429999999999999
160,2.429999999999999
161,2.4899999999999984
162,2.4599999999999986
163,2.4599999999999986
164,2.5199999999999982
165,2.549999999999998
166,2.579999999999998
167,2.6399999999999975
168,2.6699999999999973
169,2.6699999999999973
170,2.7899999999999965
171,2.8199999999999963
172,2.7899999999999965
173,2.7899999999999965
174,2.8199999999999963
175,2.849999999999996
176,2.849999999999996
177,2.879999999999996
178,2.9399999999999955
179,2.9699999999999953
180,1.470000000000001
181,1.500000000000001
182,1.5600000000000012
183,1.5600000000000012
184,1.5600000000000012
185,1.5900000000000012
186,1.5900000000000012
187,1.6200000000000012
188,1.6500000000000012
189,1.6500000000000012
190,1.6500000000000012
191,1.6800000000000013
192,1.6800000000000013
193,1.6800000000000013
194,1.7100000000000013
195,1.7100000000000013
196,1.7100000000000013
197,1.7400000000000013
198,1.8000000000000014
199,1.8600000000000014
200,1.9200000000000015
201,1.9500000000000015
202,1.9800000000000015
203,2.0400000000000014
204,2.0400000000000014
205,2.070000000000001
206,2.100000000000001
207,2.130000000000001
208,2.130000000000001
209,2.1900000000000004
210,2.22
211,2.22
212,2.28
213,2.28
214,2.28
215,2.3099999999999996
216,2.3099999999999996
217,2.3399999999999994
218,2.369999999999999
219,2.429999999999999
220,2.4599999999999986
221,2.4599999999999986
222,2.5199999999999982
223,2.5199999999999982
224,2.549999999999998
225,2.579999999999998
226,2.549999999999998
227,2.549999999999998
228,2.549999999999998
229,2.579999999999998
230,2.6099999999999977
231,2.6099999999999977
232,2.6099999999999977
233,2.6399999999999975
234,2.6699999999999973
235,2.6699999999999973
236,2.7599999999999967
237,2.7599999999999967
238,2.8199999999999963
239,2.8199999999999963
240,0.9600000000000006
241,0.9600000000000006
242,0.9900000000000007
243,1.0200000000000007
244,1.1700000000000008
245,1.2000000000000008
246,1.2000000000000008
247,1.2300000000000009
248,1.290000000000001
249,1.290000000000001
250,1.320000000000001
251,1.350000000000001
252,1.410000000000001
253,1.410000000000001
254,1.500000000000001
255,1.5600000000000012
256,1.5900000000000012
257,1.5900000000000012
258,1.6500000000000012
259,1.6500000000000012
260,1.7100000000000013
261,1.7100000000000013
262,1.7100000000000013
263,1.7100000000000013
264,1.7100000000000013
265,1.7400000000000013
266,1.7400000000000013
267,1.7700000000000014
268,1.7700000000000014
269,1.8000000000000014
270,1.8600000000000014
271,1.9200000000000015
272,1.9500000000000015
273,1.9500000000000015
274,1.9800000000000015
275,2.0400000000000014
276,2.0400000000000014
277,2.070000000000001
278,2.100000000000001
279,2.1600000000000006
280,2.1900000000000004
281,2.1900000000000004
282,2.1900000000000004
283,2.22
284,2.22
285,2.22
286,2.1900000000000004
287,2.22
288,2.28
289,2.3099999999999996
290,2.3399999999999994
291,2.3399999999999994
292,2.3399999999999994
293,2.369999999999999
294,2.4599999999999986
295,2.4899999999999984
296,2.5199999999999982
297,2.579999999999998
298,2.6399999999999975
299,2.6699999999999973
300,1.1400000000000008
301,1.1400000000000008
302,1.2000000000000008
303,1.260000000000001
304,1.320000000000001
305,1.410000000000001
306,1.440000000000001
307,1.440000000000001
308,1.440000000000001
309,1.470000000000001
310,1.470000000000001
311,1.5300000000000011
312,1.5600000000000012
313,1.5900000000000012
314,1.5900000000000012
315,1.6500000000000012
316,1.6500000000000012
317,1.6800000000000013
318,1.7100000000000013
319,1.7400000000000013
320,1.7400000000000013
321,1.7700000000000014
322,1.7700000000000014
323,1.8300000000000014
324,1.8600000000000014
325,1.8600000000000014
326,1.9500000000000015
327,1.9800000000000015
328,2.0400000000000014
329,2.0400000000000014
330,2.070000000000001
331,2.130000000000001
332,2.130000000000001
333,2.1900000000000004
334,2.1900000000000004
335,2.1900000000000004
336,2.22
337,2.28
338,2.28
339,2.28
340,2.28
341,2.28
342,2.3099999999999996
343,2.399999999999999
344,2.399999999999999
345,2.399999999999999
346,2.4599999999999986
347,2.4599999999999986
348,2.4899999999999984
349,2.4599999999999986
350,2.4599999999999986
351,2.4599999999999986
352,2.4899999999999984
353,2.4899999999999984
354,2.5199999999999982
355,2.5199999999999982
356,2.549999999999998
357,2.549999999999998
358,2.5199999999999982
359,2.5199999999999982
